Sample#,group1,SampleTime,units
1108,1,155.12,us
1109,3,199.84,ms
1110,2,167.92,us
1111,0,199.83,ms
1112,1,177.92,us
1113,3,199.82,ms
1114,2,193.60,us
1115,0,199.85,ms
1116,1,163.44,us
1117,3,199.83,ms
1118,2,188.28,us
1119,0,199.80,ms
1120,1,197.60,us
1121,3,199.80,ms
1122,2,206.80,us
1123,0,199.79,ms
1124,1,227.64,us
1125,3,199.78,ms
1126,2,227.52,us
1127,0,199.77,ms
1128,1,238.12,us
1129,3,199.76,ms
1130,2,251.24,us
1131,0,199.75,ms
1132,1,267.68,us
1133,3,199.72,ms
1134,2,273.16,us
1135,0,199.72,ms
1136,1,285.96,us
1137,3,199.71,ms
1138,2,296.08,us
1139,0,199.70,ms
1140,1,308.20,us
1141,3,199.69,ms
1142,2,320.24,us
1143,0,199.68,ms
1144,1,331.12,us
1145,3,199.67,ms
1146,2,341.16,us
1147,0,199.67,ms
1148,1,357.72,us
1149,3,199.63,ms
1150,2,365.04,us
1151,0,199.63,ms
1152,1,378.88,us
1153,3,199.62,ms
1154,2,391.28,us
1155,0,199.61,ms
1156,1,401.56,us
1157,3,199.60,ms
1158,2,414.76,us
1159,0,199.58,ms
1160,1,427.56,us
1161,3,199.58,ms
1162,2,440.64,us
1163,0,199.55,ms
1164,1,448.44,us
1165,3,199.55,ms
1166,2,458.00,us
1167,0,199.54,ms
1168,1,475.20,us
1169,3,199.52,ms
1170,2,480.84,us
1171,0,199.52,ms
1172,1,494.76,us
1173,3,199.50,ms
1174,2,508.96,us
1175,0,199.49,ms
1176,1,519.08,us
1177,3,199.49,ms
1178,2,530.88,us
1179,0,199.46,ms
1180,1,542.92,us
1181,3,199.45,ms
1182,2,552.96,us
1183,0,199.44,ms
1184,1,568.44,us
1185,3,199.43,ms
1186,2,579.12,us
1187,0,199.41,ms
1188,2,2.44,us
1189,3,200.00,ms
1190,1,3.36,us
1191,0,200.00,ms
1192,1,13.64,us
1193,3,199.98,ms
1194,2,21.72,us
1195,0,199.99,ms
1196,1,20.44,us
1197,3,199.97,ms
1198,2,40.36,us
1199,0,199.96,ms
1200,1,52.52,us
1201,3,199.95,ms
1202,2,61.08,us
1203,0,199.94,ms
1204,1,72.56,us
1205,3,199.92,ms
1206,2,81.80,us
1207,0,199.92,ms
1208,1,97.96,us
1209,3,199.89,ms
1210,2,103.96,us
1211,0,199.89,ms
1212,1,110.20,us
1213,3,199.89,ms
1214,2,124.60,us
1215,0,199.88,ms
1216,1,130.60,us
1217,3,199.87,ms
1218,2,136.24,us
1219,0,199.86,ms
1220,1,150.12,us
1221,3,199.85,ms
1222,2,164.48,us
1223,0,199.83,ms
1224,1,170.80,us
1225,3,199.83,ms
1226,2,183.44,us
1227,0,199.81,ms
1228,1,196.64,us
1229,3,199.81,ms
1230,2,201.68,us
1231,0,199.80,ms
1232,1,216.52,us
1233,3,199.78,ms
1234,2,223.52,us
1235,0,199.78,ms
1236,1,231.96,us
1237,3,199.77,ms
1238,2,249.20,us
1239,0,199.74,ms
1240,1,253.36,us
1241,3,199.74,ms
1242,2,266.12,us
1243,0,199.73,ms
1244,1,277.76,us
1245,3,199.72,ms
1246,2,286.72,us
1247,0,199.71,ms
1248,1,299.32,us
1249,3,199.70,ms
1250,2,309.40,us
1251,0,199.70,ms
1252,1,323.24,us
1253,3,199.67,ms
1254,2,331.84,us
1255,0,199.67,ms
1256,1,345.28,us
1257,3,199.65,ms
1258,2,350.96,us
1259,0,199.65,ms
1260,1,363.36,us
1261,3,199.64,ms
1262,2,373.64,us
1263,0,199.62,ms
1264,1,387.00,us
1265,3,199.61,ms
1266,2,393.28,us
1267,0,199.61,ms
1268,1,408.84,us
1269,3,199.58,ms
1270,2,417.28,us
1271,0,199.58,ms
1272,1,424.88,us
1273,3,199.57,ms
1274,2,443.64,us
1275,0,199.55,ms
1276,1,449.44,us
1277,3,199.55,ms
1278,2,461.64,us
1279,0,199.54,ms
1280,1,477.04,us
1281,3,199.53,ms
1282,2,487.68,us
1283,0,199.50,ms
1284,1,492.64,us
1285,3,199.51,ms
1286,2,509.76,us
1287,0,199.49,ms
1288,1,25.84,us
1289,3,199.97,ms
1290,2,26.92,us
