Sample#,mote,SampleTime,units,gps_pure,gps_rpi,pps_mirror
43418,11,51.94,us,00,00,3
43419,11,2.18,us,00,00,2
43420,11,118.78,us,00,00,
43421,11,26.58,us,00,10,
43422,11,496.54,ms,00,11,
43423,01,9.58,us,00,11,
43424,00,3.42,ms,00,11,
43425,00,9.39,us,00,01,
43426,00,399.67,ms,00,00,
43427,00,40,ns,01,00,
43428,00,96.88,ms,11,00,
43429,10,3.37,us,11,00,
43430,11,3.11,ms,11,00,
43431,11,32,ns,10,00,
43432,11,150.55,us,00,00,
43433,11,1.61,us,00,00,1
43434,11,54.14,us,00,00,3
43435,11,1.95,us,00,00,2
43436,11,102.06,us,00,00,
43437,11,53.47,us,00,10,
43438,11,496.53,ms,00,11,
43439,10,96.41,us,00,11,
43440,00,3.32,ms,00,11,
43441,00,4.70,us,00,10,
43442,00,399.67,ms,00,00,
43443,00,32,ns,01,00,
43444,00,96.90,ms,11,00,
43445,01,296,ns,11,00,
43446,11,3.10,ms,11,00,
43447,11,32,ns,10,00,
43448,11,131.70,us,00,00,
43449,11,21.53,us,00,00,1
43450,11,27.94,us,00,00,3
43451,11,129.35,us,00,00,2
43452,11,16.79,us,00,10,2
43453,11,121.73,us,00,11,2
43454,11,496.45,ms,00,11,
43455,01,11.34,us,00,11,
43456,00,3.40,ms,00,11,
43457,00,15.10,us,00,10,
43458,00,399.66,ms,00,00,
43459,00,48,ns,01,00,
43460,00,96.91,ms,11,00,
43461,01,2.53,us,11,00,
43462,11,3.09,ms,11,00,
43463,11,40,ns,10,00,
43464,11,132.06,us,00,00,
43465,11,5.10,us,00,00,1
43466,11,41.64,us,00,00,3
43467,11,10.63,us,00,00,2
43468,11,136.50,us,00,00,
43469,11,5.95,us,00,01,
43470,11,496.58,ms,00,11,
43471,01,9.66,us,00,11,
43472,00,3.39,ms,00,11,
43473,00,5.53,us,00,10,
43474,00,399.66,ms,00,00,
43475,00,40,ns,01,00,
43476,00,96.91,ms,11,00,
43477,10,25.99,us,11,00,
43478,11,3.06,ms,11,00,
43479,11,40,ns,10,00,
43480,11,143.14,us,00,00,
43481,11,13.43,us,00,00,1
43482,11,56.90,us,00,00,3
43483,11,121.39,us,00,00,1
43484,11,107.02,us,00,10,1
43485,11,319.57,us,00,10,
43486,11,496.15,ms,00,11,
43487,01,16.42,us,00,11,
43488,00,3.39,ms,00,11,
43489,00,30.87,us,00,01,
43490,00,399.63,ms,00,00,
43491,00,32,ns,01,00,
43492,00,96.92,ms,11,00,
43493,10,26.53,us,11,00,
43494,11,3.05,ms,11,00,
43495,11,32,ns,10,00,
43496,11,135.34,us,00,00,
43497,11,17.58,us,00,00,1
43498,11,32.28,us,00,00,3
43499,11,28.11,us,00,00,2
43500,11,118.58,us,00,00,
43501,11,1.35,us,00,01,
43502,11,496.58,ms,00,11,
43503,01,28.38,us,00,11,
43504,00,3.38,ms,00,11,
43505,00,248,ns,00,10,
43506,00,399.66,ms,00,00,
43507,00,48,ns,01,00,
43508,00,96.93,ms,11,00,
43509,10,29.30,us,11,00,
43510,11,3.04,ms,11,00,
43511,11,48,ns,10,00,
43512,11,136.39,us,00,00,
43513,11,5.54,us,00,00,1
43514,11,46.98,us,00,00,3
43515,11,7.26,us,00,00,2
43516,11,125.91,us,00,00,
43517,11,10.02,us,00,01,
43518,11,496.60,ms,00,11,
43519,01,23.09,us,00,11,
43520,00,3.37,ms,00,11,
43521,00,4.44,us,00,10,
43522,00,399.65,ms,00,00,
43523,00,40,ns,01,00,
43524,00,96.95,ms,11,00,
43525,10,24.40,us,11,00,
43526,11,3.03,ms,11,00,
43527,11,40,ns,10,00,
43528,11,143.46,us,00,00,
43529,11,19.78,us,00,00,1
43530,11,37.30,us,00,00,3
43531,11,20.89,us,00,00,2
43532,11,110.25,us,00,00,
43533,11,15.86,us,00,10,
43534,11,496.59,ms,00,11,
43535,01,24.12,us,00,11,
43536,00,3.36,ms,00,11,
43537,00,30.06,us,00,01,
43538,00,399.63,ms,00,00,
43539,00,48,ns,01,00,
43540,00,96.95,ms,11,00,
43541,10,27.75,us,11,00,
43542,11,3.02,ms,11,00,
43543,11,40,ns,10,00,
43544,11,133.38,us,00,00,
43545,11,9.17,us,00,00,1
43546,11,39.73,us,00,00,3
43547,11,11.29,us,00,00,2
43548,11,132.26,us,00,00,
43549,11,5.70,us,00,01,
43550,11,496.62,ms,00,11,
43551,01,40.47,us,00,11,
43552,00,3.33,ms,00,11,
43553,00,4.43,us,00,10,
43554,00,399.66,ms,00,00,
43555,00,48,ns,01,00,
43556,00,96.96,ms,11,00,
43557,10,31.20,us,11,00,
43558,11,3.00,ms,11,00,
43559,11,48,ns,10,00,
43560,11,135.96,us,00,00,
43561,11,5.16,us,00,00,1
43562,11,45.83,us,00,00,3
43563,11,7.14,us,00,00,2
43564,11,136.10,us,00,00,
43565,11,1.10,us,00,01,
43566,11,496.66,ms,00,11,
43567,10,37.06,us,00,11,
43568,00,3.29,ms,00,11,
43569,00,16.53,us,00,10,
43570,00,399.65,ms,00,00,
43571,00,48,ns,01,00,
43572,00,97.02,ms,11,00,
43573,01,14.30,us,11,00,
43574,11,2.97,ms,11,00,
43575,11,48,ns,10,00,
43576,11,143.97,us,00,00,
43577,11,3.07,us,00,00,2
43578,11,50.94,us,00,00,3
43579,11,5.01,us,00,00,1
43580,11,129.43,us,00,00,
43581,11,20.14,us,00,10,
43582,11,496.67,ms,00,11,
43583,10,26.26,us,00,11,
43584,00,3.28,ms,00,11,
43585,00,3.95,ms,00,01,
43586,00,395.71,ms,00,00,
43587,00,64,ns,01,00,
43588,00,96.99,ms,11,00,
43589,01,102.36,us,11,00,
43590,11,2.90,ms,11,00,
43591,11,56,ns,10,00,
43592,11,135.70,us,00,00,
43593,11,19.26,us,00,00,1
43594,11,31.15,us,00,00,3
43595,11,28.95,us,00,00,2
43596,11,116.74,us,00,00,
43597,11,7.24,us,00,01,
43598,11,496.65,ms,00,11,
43599,10,61.18,us,00,11,
43600,00,3.26,ms,00,11,
43601,00,6.30,us,00,10,
43602,00,399.66,ms,00,00,
43603,00,56,ns,01,00,
43604,00,97.00,ms,11,00,
43605,01,60.81,us,11,00,
43606,11,2.94,ms,11,00,
43607,11,56,ns,10,00,
43608,11,135.56,us,00,00,
43609,11,5.37,us,00,00,1
43610,11,43.50,us,00,00,3
43611,11,148.40,us,00,00,2
43612,11,1.88,us,00,01,2
43613,11,93.50,us,00,11,2
43614,11,496.58,ms,00,11,
43615,10,9.12,us,00,11,
43616,00,3.29,ms,00,11,
43617,00,12.11,us,00,01,
43618,00,399.66,ms,00,00,
43619,00,48,ns,01,00,
43620,00,97.02,ms,11,00,
43621,01,7.67,us,11,00,
43622,11,2.97,ms,11,00,
43623,11,48,ns,10,00,
43624,11,135.08,us,00,00,
43625,11,312,ns,00,00,2
43626,11,48.52,us,00,00,3
43627,11,3.38,us,00,00,2
43628,11,131.07,us,00,00,
43629,11,10.48,us,00,10,
43630,11,496.68,ms,00,11,
43631,10,14.29,us,00,11,
43632,00,3.29,ms,00,11,
43633,00,5.88,us,00,01,
43634,00,399.66,ms,00,00,
43635,00,64,ns,01,00,
43636,00,97.02,ms,11,00,
43637,01,24.18,us,11,00,
43638,11,2.95,ms,11,00,
43639,11,64,ns,10,00,
43640,11,133.45,us,00,00,
43641,11,37.25,us,00,00,1
43642,11,57.26,us,00,00,3
43643,11,51.10,us,00,00,1
43644,11,140.94,us,00,10,1
43645,11,313.35,us,00,10,
43646,11,496.29,ms,00,11,
43647,10,52.13,us,00,11,
43648,00,3.23,ms,00,11,
43649,00,3.90,us,00,01,
43650,00,399.67,ms,00,00,
43651,00,56,ns,01,00,
43652,00,97.03,ms,11,00,
43653,01,51.89,us,11,00,
43654,11,2.92,ms,11,00,
43655,11,56,ns,10,00,
43656,11,137.48,us,00,00,
43657,11,1.04,us,00,00,1
43658,11,47.83,us,00,00,3
43659,11,5.09,us,00,00,2
43660,11,119.33,us,00,00,
43661,11,20.57,us,00,10,
43662,11,496.70,ms,00,11,
43663,10,54.53,us,00,11,
43664,00,3.22,ms,00,11,
43665,00,4.14,us,00,10,
43666,00,399.68,ms,00,00,
43667,00,64,ns,01,00,
43668,00,97.04,ms,11,00,
43669,01,55.19,us,11,00,
43670,11,2.90,ms,11,00,
43671,11,64,ns,10,00,
43672,11,143.43,us,00,00,
43673,11,1.36,us,00,00,1
43674,11,55.22,us,00,00,3
43675,11,1.10,us,00,00,2
43676,11,112.59,us,00,00,
43677,11,7.54,us,00,10,
43678,11,496.72,ms,00,11,
43679,10,52.90,us,00,11,
43680,00,3.21,ms,00,11,
43681,00,1.87,us,00,01,
43682,00,399.67,ms,00,00,
43683,00,64,ns,01,00,
43684,00,97.05,ms,11,00,
43685,01,54.94,us,11,00,
43686,11,2.89,ms,11,00,
43687,11,64,ns,10,00,
43688,11,133.59,us,00,00,
43689,11,21.56,us,00,00,1
43690,11,26.74,us,00,00,3
43691,11,33.06,us,00,00,2
43692,11,98.74,us,00,00,
43693,11,13.38,us,00,10,
43694,11,496.73,ms,00,11,
43695,10,52.57,us,00,11,
43696,00,3.19,ms,00,11,
43697,00,39.32,us,00,01,
43698,00,399.64,ms,00,00,
43699,00,56,ns,01,00,
43700,00,97.07,ms,11,00,
43701,01,54.93,us,11,00,
43702,11,2.88,ms,11,00,
43703,11,56,ns,10,00,
43704,11,133.38,us,00,00,
43705,11,936,ns,00,00,2
43706,11,49.10,us,00,00,3
43707,11,432,ns,00,00,2
43708,11,127.30,us,00,00,
43709,11,15.30,us,00,10,
43710,11,496.74,ms,00,11,
43711,10,62.40,us,00,11,
43712,00,3.18,ms,00,11,
43713,00,4.73,us,00,01,
43714,00,399.67,ms,00,00,
43715,00,64,ns,01,00,
43716,00,97.08,ms,11,00,
43717,01,49.54,us,11,00,
43718,11,2.87,ms,11,00,
43719,11,64,ns,10,00,
43720,11,138.16,us,00,00,
43721,11,10.51,us,00,00,2
43722,11,40.28,us,00,00,3
43723,11,16.35,us,00,00,1
43724,11,106.28,us,00,00,
43725,11,14.20,us,00,10,
43726,11,496.75,ms,00,11,
43727,10,61.08,us,00,11,
43728,00,3.16,ms,00,11,
43729,00,3.66,us,00,10,
43730,00,399.68,ms,00,00,
43731,00,64,ns,01,00,
43732,00,97.09,ms,11,00,
43733,01,60.84,us,11,00,
43734,11,2.85,ms,11,00,
43735,11,64,ns,10,00,
43736,11,130.20,us,00,00,
43737,11,27.87,us,00,00,1
43738,11,19.10,us,00,00,3
43739,11,42.09,us,00,00,2
43740,11,92.90,us,00,00,
43741,11,11.21,us,00,10,
43742,11,496.77,ms,00,11,
43743,10,64.79,us,00,11,
43744,00,3.15,ms,00,11,
43745,00,4.42,us,00,01,
43746,00,399.67,ms,00,00,
43747,00,64,ns,01,00,
43748,00,97.13,ms,11,00,
43749,01,30.85,us,11,00,
43750,11,2.83,ms,11,00,
43751,11,64,ns,10,00,
43752,11,138.44,us,00,00,
43753,11,10.59,us,00,00,1
43754,11,43.03,us,00,00,3
43755,11,14.68,us,00,00,2
43756,11,102.31,us,00,00,
43757,11,27.72,us,00,10,
43758,11,496.79,ms,00,11,
43759,10,33.90,us,00,11,
43760,00,3.14,ms,00,11,
43761,00,28.02,us,00,01,
43762,00,399.65,ms,00,00,
43763,00,80,ns,01,00,
43764,00,97.14,ms,11,00,
43765,01,32.11,us,11,00,
43766,11,2.82,ms,11,00,
43767,11,72,ns,10,00,
43768,11,135.63,us,00,00,
43769,11,14.95,us,00,00,2
43770,11,57.03,us,00,00,3
43771,11,103.21,us,00,00,2
43772,11,18.65,us,00,10,2
43773,11,90.58,us,00,11,2
43774,11,496.72,ms,00,11,
43775,10,30.30,us,00,11,
43776,00,3.13,ms,00,11,
43777,00,13.38,us,00,01,
43778,00,399.67,ms,00,00,
43779,00,72,ns,01,00,
43780,00,97.16,ms,11,00,
43781,01,34.92,us,11,00,
43782,11,2.81,ms,11,00,
43783,11,72,ns,10,00,
43784,11,133.25,us,00,00,
43785,11,13.13,us,00,00,1
43786,11,35.86,us,00,00,3
43787,11,22.50,us,00,00,2
43788,11,107.10,us,00,00,
43789,11,11.78,us,00,10,
43790,11,496.83,ms,00,11,
43791,10,36.70,us,00,11,
43792,00,3.11,ms,00,11,
43793,00,2.26,us,00,01,
43794,00,399.68,ms,00,00,
43795,00,64,ns,01,00,
43796,00,97.17,ms,11,00,
43797,01,41.42,us,11,00,
43798,11,2.79,ms,11,00,
43799,11,64,ns,10,00,
43800,11,137.58,us,00,00,
43801,11,2.34,us,00,00,1
43802,11,52.32,us,00,00,3
43803,11,116.24,us,00,00,1
43804,11,115.94,us,00,10,1
43805,11,313.35,us,00,10,
43806,11,496.43,ms,00,11,
43807,10,22.64,us,00,11,
43808,00,3.11,ms,00,11,
43809,00,45.43,us,00,01,
43810,00,399.63,ms,00,00,
43811,00,80,ns,01,00,
43812,00,97.19,ms,11,00,
43813,01,14.93,us,11,00,
43814,11,2.80,ms,11,00,
43815,11,72,ns,10,00,
43816,11,138.86,us,00,00,
43817,11,9.49,us,00,00,2
43818,11,42.58,us,00,00,3
43819,11,13.06,us,00,00,1
43820,11,104.18,us,00,00,
43821,11,14.95,us,00,10,
43822,11,496.86,ms,00,11,
43823,10,68.04,us,00,11,
43824,00,3.05,ms,00,11,
43825,00,14.31,us,00,01,
43826,00,399.67,ms,00,00,
43827,00,72,ns,01,00,
43828,00,97.20,ms,11,00,
43829,01,60.68,us,11,00,
43830,11,2.74,ms,11,00,
43831,11,80,ns,10,00,
43832,11,134.91,us,00,00,
43833,11,23.48,us,00,00,1
43834,11,25.76,us,00,00,3
43835,11,33.65,us,00,00,2
43836,11,91.34,us,00,00,
43837,11,20.30,us,00,10,
43838,11,496.87,ms,00,11,
43839,10,66.78,us,00,11,
43840,00,3.03,ms,00,11,
43841,00,7.02,us,00,01,
43842,00,399.68,ms,00,00,
43843,00,80,ns,01,00,
43844,00,97.21,ms,11,00,
43845,01,68.34,us,11,00,
43846,11,2.72,ms,11,00,
43847,11,80,ns,10,00,
43848,11,139.62,us,00,00,
43849,11,1.49,us,00,00,1
43850,11,48.41,us,00,00,3
43851,11,3.50,us,00,00,2
43852,11,114.30,us,00,00,
43853,11,28.70,us,00,10,
43854,11,496.87,ms,00,11,
43855,10,75.11,us,00,11,
43856,00,3.02,ms,00,11,
43857,00,57.69,us,00,01,
43858,00,399.62,ms,00,00,
43859,00,72,ns,01,00,
43860,00,97.23,ms,11,00,
43861,01,64.87,us,11,00,
43862,11,2.71,ms,11,00,
43863,11,64,ns,10,00,
43864,11,138.39,us,00,00,
43865,11,7.02,us,00,00,2
43866,11,47.68,us,00,00,3
43867,11,15.98,us,00,00,1
43868,11,99.10,us,00,00,
43869,11,15.82,us,00,10,
43870,11,496.90,ms,00,11,
43871,10,13.99,us,00,11,
43872,00,3.06,ms,00,11,
43873,00,18.21,us,00,01,
43874,00,399.67,ms,00,00,
43875,00,88,ns,01,00,
43876,00,97.24,ms,11,00,
43877,01,10.46,us,11,00,
43878,11,2.75,ms,11,00,
43879,11,80,ns,10,00,
43880,11,149.14,us,00,00,
43881,11,6.38,us,00,00,1
43882,11,50.48,us,00,00,3
43883,11,8.43,us,00,00,2
43884,11,91.14,us,00,00,
43885,11,21.19,us,00,10,
43886,11,496.91,ms,00,11,
43887,10,1.26,us,00,11,
43888,00,3.06,ms,00,11,
43889,00,56.93,us,00,01,
43890,00,399.62,ms,00,00,
43891,00,80,ns,01,00,
43892,00,97.25,ms,11,00,
43893,01,6.63,us,11,00,
43894,11,2.74,ms,11,00,
43895,11,80,ns,10,00,
43896,11,137.90,us,00,00,
43897,11,5.76,us,00,00,1
43898,11,46.56,us,00,00,3
43899,11,8.00,us,00,00,2
43900,11,108.69,us,00,00,
43901,11,30.07,us,00,10,
43902,11,496.91,ms,00,11,
43903,10,14.53,us,00,11,
43904,00,3.04,ms,00,11,
43905,00,46.53,us,00,01,
43906,00,399.63,ms,00,00,
43907,00,96,ns,01,00,
43908,00,97.27,ms,11,00,
43909,10,10.45,us,11,00,
43910,11,2.72,ms,11,00,
43911,11,88,ns,10,00,
43912,11,139.92,us,00,00,
43913,11,16.80,us,00,00,2
43914,11,35.62,us,00,00,3
43915,11,21.84,us,00,00,1
43916,11,92.10,us,00,00,
43917,11,32.35,us,00,10,
43918,11,496.93,ms,00,11,
43919,01,14.71,us,00,11,
43920,00,3.01,ms,00,11,
43921,00,5.22,us,00,01,
43922,00,399.68,ms,00,00,
43923,00,80,ns,01,00,
43924,00,97.28,ms,11,00,
43925,10,7.84,us,11,00,
43926,11,2.71,ms,11,00,
43927,11,88,ns,10,00,
43928,11,132.67,us,00,00,
43929,11,25.66,us,00,00,1
43930,11,22.66,us,00,00,3
43931,11,126.78,us,00,00,2
43932,11,19.70,us,00,10,2
43933,11,131.86,us,00,11,2
43934,11,496.82,ms,00,11,
43935,01,22.50,us,00,11,
43936,00,3.01,ms,00,11,
43937,00,9.48,us,00,10,
43938,00,399.66,ms,00,00,
43939,00,88,ns,01,00,
43940,00,97.30,ms,11,00,
43941,10,8.57,us,11,00,
43942,11,2.69,ms,11,00,
43943,11,88,ns,10,00,
43944,11,133.26,us,00,00,
43945,11,936,ns,00,00,1
43946,11,47.86,us,00,00,3
43947,11,3.39,us,00,00,2
43948,11,139.58,us,00,00,
43949,11,6.49,us,00,01,
43950,11,496.97,ms,00,11,
43951,01,2.86,us,00,11,
43952,00,3.01,ms,00,11,
43953,00,14.81,us,00,10,
43954,00,399.65,ms,00,00,
43955,00,96,ns,01,00,
43956,00,97.31,ms,11,00,
43957,10,13.47,us,11,00,
43958,11,2.68,ms,11,00,
43959,11,88,ns,10,00,
43960,11,140.29,us,00,00,
43961,11,3.11,us,00,00,2
43962,11,49.69,us,00,00,3
43963,11,141.62,us,00,00,1
43964,11,110.84,us,00,10,1
43965,11,317.77,us,00,10,
43966,11,496.56,ms,00,11,
43967,10,1.42,us,00,11,
43968,00,3.01,ms,00,11,
43969,00,31.28,us,00,01,
43970,00,399.62,ms,00,00,
43971,00,88,ns,01,00,
43972,00,97.33,ms,11,00,
43973,01,5.54,us,11,00,
43974,11,2.66,ms,11,00,
43975,11,88,ns,10,00,
43976,11,132.39,us,00,00,
43977,11,24.77,us,00,00,1
43978,11,25.97,us,00,00,3
43979,11,34.15,us,00,00,2
43980,11,111.23,us,00,00,
43981,11,7.84,us,00,01,
43982,11,496.99,ms,00,11,
43983,10,8.58,us,00,11,
43984,00,2.98,ms,00,11,
43985,00,8.50,us,00,10,
43986,00,399.65,ms,00,00,
43987,00,96,ns,01,00,
43988,00,97.35,ms,11,00,
43989,10,640,ns,11,00,
43990,11,2.65,ms,11,00,
43991,11,88,ns,10,00,
43992,11,138.55,us,00,00,
43993,11,4.34,us,00,00,1
43994,11,50.07,us,00,00,3
43995,11,5.94,us,00,00,2
43996,11,136.83,us,00,00,
43997,11,9.13,us,00,10,
43998,11,497.00,ms,00,11,
43999,10,1.47,us,00,11,
44000,00,2.97,ms,00,11,
44001,00,10.64,us,00,10,
44002,00,399.65,ms,00,00,
44003,00,96,ns,01,00,
44004,00,97.36,ms,11,00,
44005,10,5.45,us,11,00,
44006,11,2.63,ms,11,00,
44007,11,96,ns,10,00,
44008,11,140.74,us,00,00,
44009,11,4.40,us,00,00,2
44010,11,47.71,us,00,00,3
44011,11,7.78,us,00,00,1
44012,11,134.69,us,00,00,
44013,11,17.49,us,00,10,
44014,11,497.01,ms,00,11,
44015,10,3.46,us,00,11,
44016,00,2.96,ms,00,11,
44017,00,7.30,us,00,10,
44018,00,399.65,ms,00,00,
44019,00,96,ns,01,00,
44020,00,97.38,ms,11,00,
44021,01,760,ns,11,00,
44022,11,2.62,ms,11,00,
44023,11,88,ns,10,00,
44024,11,134.74,us,00,00,
44025,11,9.10,us,00,00,1
44026,11,38.17,us,00,00,3
44027,11,16.56,us,00,00,2
44028,11,133.17,us,00,00,
44029,11,8.40,us,00,01,
44030,11,497.03,ms,00,11,
44031,01,3.10,us,00,11,
44032,00,2.95,ms,00,11,
44033,00,4.03,us,00,01,
44034,00,399.65,ms,00,00,
44035,00,80,ns,01,00,
44036,00,97.39,ms,11,00,
44037,10,1.43,us,11,00,
44038,11,2.61,ms,11,00,
44039,11,88,ns,10,00,
44040,11,138.11,us,00,00,
44041,11,784,ns,00,00,1
44042,11,49.33,us,00,00,3
44043,11,3.58,us,00,00,2
44044,11,141.46,us,00,00,
44045,11,3.47,us,00,01,
44046,11,497.05,ms,00,11,
44047,10,10.87,us,00,11,
44048,00,2.92,ms,00,11,
44049,00,26.08,us,00,10,
44050,00,399.64,ms,00,00,
44051,00,88,ns,01,00,
44052,00,97.40,ms,11,00,
44053,01,712,ns,11,00,
44054,11,2.59,ms,11,00,
44055,11,96,ns,10,00,
44056,11,147.65,us,00,00,
44057,11,7.35,us,00,00,1
44058,11,48.08,us,00,00,3
44059,11,10.42,us,00,00,2
44060,11,129.22,us,00,00,
44061,11,13.32,us,00,10,
44062,11,497.05,ms,00,11,
44063,10,1.22,us,00,11,
44064,00,2.92,ms,00,11,
44065,00,14.15,us,00,10,
44066,00,399.65,ms,00,00,
44067,00,88,ns,01,00,
44068,00,97.38,ms,11,00,
44069,01,36.29,us,11,00,
44070,11,2.58,ms,11,00,
44071,11,80,ns,10,00,
44072,11,146.97,us,00,00,
44073,11,10.06,us,00,00,1
44074,11,43.39,us,00,00,3
44075,11,15.84,us,00,00,2
44076,11,125.92,us,00,00,
44077,11,10.02,us,00,10,
44078,11,497.03,ms,00,11,
44079,10,34.44,us,00,11,
44080,00,2.90,ms,00,11,
44081,00,13.02,us,00,10,
44082,00,399.65,ms,00,00,
44083,00,96,ns,01,00,
44084,00,97.39,ms,11,00,
44085,01,34.77,us,11,00,
44086,11,2.57,ms,11,00,
44087,11,96,ns,10,00,
44088,11,131.34,us,00,00,
44089,11,17.30,us,00,00,1
44090,11,31.80,us,00,00,3
44091,11,142.21,us,00,00,2
44092,11,19.07,us,00,01,2
44093,11,100.02,us,00,11,2
44094,11,496.95,ms,00,11,
44095,10,42.30,us,00,11,
44096,00,2.88,ms,00,11,
44097,00,6.42,us,00,01,
44098,00,399.66,ms,00,00,
44099,00,88,ns,01,00,
44100,00,97.41,ms,11,00,
44101,01,33.26,us,11,00,
44102,11,2.56,ms,11,00,
44103,11,88,ns,10,00,
44104,11,138.26,us,00,00,
44105,11,1.50,us,00,00,1
44106,11,49.05,us,00,00,3
44107,11,2.87,us,00,00,2
44108,11,129.55,us,00,00,
44109,11,13.42,us,00,10,
44110,11,497.07,ms,00,11,
44111,10,35.59,us,00,11,
44112,00,2.87,ms,00,11,
44113,00,1.90,us,00,01,
44114,00,399.66,ms,00,00,
44115,00,80,ns,01,00,
44116,00,97.42,ms,11,00,
44117,01,37.00,us,11,00,
44118,11,2.54,ms,11,00,
44119,11,80,ns,10,00,
44120,11,145.44,us,00,00,
44121,11,11.18,us,00,00,1
44122,11,58.59,us,00,00,3
44123,11,105.88,us,00,00,1
44124,11,122.66,us,00,10,1
44125,11,317.94,us,00,10,
44126,11,496.66,ms,00,11,
44127,10,32.54,us,00,11,
44128,00,2.86,ms,00,11,
44129,00,9.69,us,00,01,
44130,00,399.65,ms,00,00,
44131,00,96,ns,01,00,
44132,00,97.47,ms,11,00,
44133,10,80.76,us,11,00,
44134,11,2.45,ms,11,00,
44135,11,96,ns,10,00,
44136,11,138.78,us,00,00,
44137,11,9.95,us,00,00,2
44138,11,43.78,us,00,00,3
44139,11,12.30,us,00,00,1
44140,11,117.12,us,00,00,
44141,11,29.21,us,00,10,
44142,11,497.08,ms,00,11,
44143,10,40.71,us,00,11,
44144,00,2.85,ms,00,11,
44145,00,9.33,us,00,01,
44146,00,399.66,ms,00,00,
44147,00,96,ns,01,00,
44148,00,97.44,ms,11,00,
44149,01,37.70,us,11,00,
44150,11,2.52,ms,11,00,
44151,11,88,ns,10,00,
44152,11,147.02,us,00,00,
44153,11,8.14,us,00,00,2
44154,11,48.50,us,00,00,3
44155,11,8.82,us,00,00,1
44156,11,109.29,us,00,00,
44157,11,16.74,us,00,10,
44158,11,497.10,ms,00,11,
44159,10,43.90,us,00,11,
44160,00,2.83,ms,00,11,
44161,00,3.51,us,00,01,
44162,00,399.66,ms,00,00,
44163,00,80,ns,01,00,
44164,00,97.45,ms,11,00,
44165,01,44.18,us,11,00,
44166,11,2.50,ms,11,00,
44167,11,88,ns,10,00,
44168,11,134.66,us,00,00,
44169,11,19.25,us,00,00,1
44170,11,30.26,us,00,00,3
44171,11,29.06,us,00,00,2
44172,11,108.42,us,00,00,
44173,11,7.12,us,00,10,
44174,11,497.12,ms,00,11,
44175,10,37.88,us,00,11,
44176,00,2.82,ms,00,11,
44177,00,10.52,us,00,01,
44178,00,399.66,ms,00,00,
44179,00,80,ns,01,00,
44180,00,97.46,ms,11,00,
44181,01,37.99,us,11,00,
44182,11,2.49,ms,11,00,
44183,11,80,ns,10,00,
44184,11,135.82,us,00,00,
44185,11,384,ns,00,00,1
44186,11,49.99,us,00,00,3
44187,11,360,ns,00,00,2
44188,11,133.35,us,00,00,
44189,11,10.00,us,00,10,
44190,11,497.13,ms,00,11,
44191,10,50.96,us,00,11,
44192,00,2.81,ms,00,11,
44193,00,1.97,us,00,01,
44194,00,399.66,ms,00,00,
44195,00,96,ns,01,00,
44196,00,97.48,ms,11,00,
44197,01,40.86,us,11,00,
44198,11,2.48,ms,11,00,
44199,11,96,ns,10,00,
44200,11,138.67,us,00,00,
44201,11,8.97,us,00,00,2
44202,11,43.29,us,00,00,3
44203,11,12.40,us,00,00,1
44204,11,118.24,us,00,00,
44205,11,33.26,us,00,10,
44206,11,497.12,ms,00,11,
44207,10,45.18,us,00,11,
44208,00,2.79,ms,00,11,
44209,00,40.23,us,00,01,
44210,00,399.63,ms,00,00,
44211,00,88,ns,01,00,
44212,00,97.49,ms,11,00,
44213,01,48.14,us,11,00,
44214,11,2.46,ms,11,00,
44215,11,88,ns,10,00,
44216,11,133.25,us,00,00,
44217,11,20.18,us,00,00,1
44218,11,29.55,us,00,00,3
44219,11,30.78,us,00,00,2
44220,11,108.90,us,00,00,
44221,11,5.72,us,00,10,
44222,11,497.16,ms,00,11,
44223,10,43.50,us,00,11,
44224,00,2.78,ms,00,11,
44225,00,824,ns,00,01,
44226,00,399.67,ms,00,00,
44227,00,88,ns,01,00,
44228,00,97.50,ms,11,00,
44229,01,42.44,us,11,00,
44230,11,2.45,ms,11,00,
44231,11,80,ns,10,00,
44232,11,142.64,us,00,00,
44233,11,4.10,us,00,00,2
44234,11,48.73,us,00,00,3
44235,11,8.01,us,00,00,1
44236,11,118.02,us,00,00,
44237,11,31.51,us,00,10,
44238,11,497.15,ms,00,11,
44239,10,49.06,us,00,11,
44240,00,2.77,ms,00,11,
44241,00,2.58,us,00,01,
44242,00,399.66,ms,00,00,
44243,00,96,ns,01,00,
44244,00,97.52,ms,11,00,
44245,01,40.18,us,11,00,
44246,11,2.44,ms,11,00,
44247,11,96,ns,10,00,
44248,11,141.42,us,00,00,
44249,11,9.24,us,00,00,2
44250,11,58.02,us,00,00,3
44251,11,113.09,us,00,00,2
44252,11,43.74,us,00,10,2
44253,11,60.41,us,00,11,2
44254,11,497.09,ms,00,11,
44255,10,49.54,us,00,11,
44256,00,2.74,ms,00,11,
44257,00,14.42,us,00,01,
44258,00,399.66,ms,00,00,
44259,00,96,ns,01,00,
44260,00,97.52,ms,11,00,
44261,01,51.60,us,11,00,
44262,11,2.42,ms,11,00,
44263,11,88,ns,10,00,
44264,11,133.60,us,00,00,
44265,11,21.50,us,00,00,1
44266,11,27.11,us,00,00,3
44267,11,32.23,us,00,00,2
44268,11,101.46,us,00,00,
44269,11,9.38,us,00,10,
